neotoma_names,taxon_name
Eriostemon,eriostemon
Eriotheca,eriotheca
Eriotheca-type,eriotheca_type
Erisma,erisma
Erithalis,erithalis
Ernodea,ernodea
Erythrina,erythrina
Erythrina-type,erythrina_type
Erythrina variegata,erythrina_variegata
Erythrococca,erythrococca
Erythrococca-type,erythrococca_type
Erythrococca-type (type 3),erythrococca_type_type_3
Erythrococca-type (type 4),erythrococca_type_type_4
Erythrococca africana,erythrococca_africana
Erythrophleum,erythrophleum
Erythroxylaceae,erythroxylaceae
Erythroxylum,erythroxylum
Erythroxylum (type 1),erythroxylum_type_1
Erythroxylum (type 2),erythroxylum_type_2
Erythroxylum (type 4),erythroxylum_type_4
Erythroxylum (type A),erythroxylum_type_a
Erythroxylum (type B),erythroxylum_type_b
Erythroxylum citrifolium (type 2),erythroxylum_citrifolium_type_2
Erythroxylum citrifolium/suberosum (type 3),erythroxylum_citrifolium_suberosum_type_3
Escallonia,escallonia
Escallonia-type,escallonia_type
Escallonia myrtoidea,escallonia_myrtoidea
Escallonia undiff.,escallonia_undiff
Escallonia/Primulaceae subf. Myrsinoideae,escallonia_primulaceae_subf_myrsinoideae
Escalloniaceae,escalloniaceae
Eschweilera,eschweilera
Esenbeckia,esenbeckia
Eucalyptus,eucalyptus
Eucalyptus-type,eucalyptus_type
Eucalyptus (type 13),eucalyptus_type_13
Eucalyptus (type 13/18) undiff.,eucalyptus_type_13_18_undiff
Eucalyptus (type 14),eucalyptus_type_14
Eucalyptus (type 18),eucalyptus_type_18
Eucalyptus (type 25),eucalyptus_type_25
Eucalyptus (type 26),eucalyptus_type_26
Eucalyptus (type 27),eucalyptus_type_27
Eucalyptus (type 30),eucalyptus_type_30
Eucalyptus (type 30a),eucalyptus_type_30a
Eucalyptus (type 8),eucalyptus_type_8
Euclea,euclea
Euclea-type,euclea_type
Eucryphia,eucryphia
Eucryphia-type,eucryphia_type
Eucryphia/Anodopetalum,eucryphia_anodopetalum
Eucryphia/Caldcluvia,eucryphia_caldcluvia
Eucryphia/Caldcluvia paniculata,eucryphia_caldcluvia_paniculata
Eugenia,eugenia
Eugenia-type,eugenia_type
Eugenia (type 1),eugenia_type_1
Eugenia simmondsiae,eugenia_simmondsiae
Eugenia/Melaleuca,eugenia_melaleuca
Eugenia/Syzygium,eugenia_syzygium
Euodia,euodia
Euonymus,euonymus
Euonymus europaeus,euonymus_europaeus
Euphorbia-type abyssinica,euphorbia_type_abyssinica
Euphorbia-type hirta,euphorbia_type_hirta
Euphorbia-type umbellata,euphorbia_type_umbellata
Euphorbiaceae cf. Mabea,euphorbiaceae_cf_mabea
Euphorbiaceae cf. Sapium,euphorbiaceae_cf_sapium
Euplassa,euplassa
Eurya-type,eurya_type
Euterpe,euterpe
Euterpe-type,euterpe_type
Euterpe (type 1),euterpe_type_1
Euterpe (type 2),euterpe_type_2
Euterpe/Geonoma,euterpe_geonoma
Euterpe/Geonoma-type,euterpe_geonoma_type
Evodiella,evodiella
Excoecaria,excoecaria
Excoecaria-type,excoecaria_type
Exocarpos,exocarpos
Exocarpos-type,exocarpos_type
Exostema,exostema
Exothea,exothea
Fabaceae cf. Oxylobium,fabaceae_cf_oxylobium
Fabaceae cf. Parkinsonia,fabaceae_cf_parkinsonia
Fabiana,fabiana
Fadogia-type,fadogia_type
Fagaceae,fagaceae
Fagaceae undiff.,fagaceae_undiff
Fagales cf. Nothofagus,fagales_cf_nothofagus
Fagaropsis,fagaropsis
Fagaropsis-type (F. angolensis),fagaropsis_type_f_angolensis
Fagaropsis angolensis,fagaropsis_angolensis
Fagonia,fagonia
Fagraea,fagraea
Fagus,fagus
Fagus crenata,fagus_crenata
Fagus grandifolia,fagus_grandifolia
Fagus japonica,fagus_japonica
Fagus sylvatica,fagus_sylvatica
Fagus/Nyssa,fagus_nyssa
Faidherbia albida,faidherbia_albida
Faramea,faramea
Faramea-type,faramea_type
Faurea,faurea
Faurea-type,faurea_type
Faurea/Allophylus,faurea_allophylus
Ferdinandusa,ferdinandusa
Ficalhoa,ficalhoa
Ficalhoa-type (F. laurifolia),ficalhoa_type_f_laurifolia
Ficus,ficus
Ficus-type,ficus_type
Ficus (type 1),ficus_type_1
Ficus (type 2),ficus_type_2
Ficus aurea,ficus_aurea
Ficus carica,ficus_carica
Ficus sp.,ficus_sp
Flabellariopsis-type,flabellariopsis_type
Flacourtia,flacourtia
Fleroya rubrostipulata-type,fleroya_rubrostipulata_type
Flindersia,flindersia
Flueggea,flueggea
Flueggea-type,flueggea_type
Flueggea-type virosa,flueggea_type_virosa
Flueggea virosa,flueggea_virosa
Flueggea virosa-type,flueggea_virosa_type
Foetidia-type,foetidia_type
Fontanesia phillyreoides,fontanesia_phillyreoides
Forestiera,forestiera
Forsteronia,forsteronia
Forsteronia-type,forsteronia_type
Forsythia,forsythia
Fouquieria,fouquieria
Frangula,frangula
Frangula alnus,frangula_alnus
Frangula alnus-type,frangula_alnus_type
Frangula purshiana-type,frangula_purshiana_type
Frankenia,frankenia
Fraxinus,fraxinus
Fraxinus-type,fraxinus_type
Fraxinus (tetracolpate),fraxinus_tetracolpate
Fraxinus (tricolpate),fraxinus_tricolpate
Fraxinus americana,fraxinus_americana
Fraxinus americana-type,fraxinus_americana_type
Fraxinus angustifolia,fraxinus_angustifolia
Fraxinus angustifolia-type,fraxinus_angustifolia_type
Fraxinus caroliniana,fraxinus_caroliniana
Fraxinus cf. F. angustifolia/F. oxycarpa,fraxinus_cf_f_angustifolia_f_oxycarpa
Fraxinus cf. F. nigra,fraxinus_cf_f_nigra
Fraxinus excelsior,fraxinus_excelsior
Fraxinus excelsior-type,fraxinus_excelsior_type
Fraxinus latifolia,fraxinus_latifolia
Fraxinus latifolia-type,fraxinus_latifolia_type
Fraxinus mandshurica,fraxinus_mandshurica
Fraxinus nigra,fraxinus_nigra
Fraxinus nigra-type,fraxinus_nigra_type
Fraxinus ornus,fraxinus_ornus
Fraxinus ornus-type,fraxinus_ornus_type
Fraxinus pennsylvanica,fraxinus_pennsylvanica
Fraxinus pennsylvanica-type,fraxinus_pennsylvanica_type
Fraxinus pennsylvanica/F. americana-type,fraxinus_pennsylvanica_f_americana_type
Fraxinus quadrangulata-type,fraxinus_quadrangulata_type
Fraxinus quadrangulata/F. nigra-type,fraxinus_quadrangulata_f_nigra_type
Fraxinus syriaca,fraxinus_syriaca
Fraxinus undiff.,fraxinus_undiff
Fraxinus/Platanus,fraxinus_platanus
Freycinetia,freycinetia
Freycinetia sp.,freycinetia_sp
Froesiodendron,froesiodendron
Fuchsia,fuchsia
Fuchsia-type,fuchsia_type
Fuchsia regia,fuchsia_regia
Fumana,fumana
Fumana-type,fumana_type
Fumaria officinalis-type,fumaria_officinalis_type
Fuscospora,fuscospora
Gaertnera,gaertnera
Gaertnera-type,gaertnera_type
Gaertnera paniculata-type,gaertnera_paniculata_type
Gagnebina,gagnebina
Gaiadendron,gaiadendron
Gaiadendron (punctate),gaiadendron_punctate
Galiniera,galiniera
Galiniera-type,galiniera_type
Galiniera coffeoides,galiniera_coffeoides
Galiniera saxifraga-type,galiniera_saxifraga_type
Gallesia,gallesia
Ganophyllum,ganophyllum
Ganophyllum-type (G. giganteum),ganophyllum_type_g_giganteum
Ganophyllum giganteum,ganophyllum_giganteum
Garcinia,garcinia
Garcinia livingstonei-type,garcinia_livingstonei_type
Garcinia quadrifaria-type,garcinia_quadrifaria_type
Garcinia volkensii-type,garcinia_volkensii_type
Gardenia,gardenia
Gardenia-type,gardenia_type
Gardenia-type imperialis,gardenia_type_imperialis
Gardenia imperialis,gardenia_imperialis
Gardenia ternifolia var. jovis-tonantis,gardenia_ternifolia_var_jovis_tonantis
Gardenia undiff.,gardenia_undiff
Gardenieae,gardenieae
Garrya,garrya
Garrya-type,garrya_type
Gaultheria,gaultheria
Gaultheria-type,gaultheria_type
Gaultheria procumbens,gaultheria_procumbens
Gaultheria ulei,gaultheria_ulei
Gaylussacia,gaylussacia
Geniostoma,geniostoma
Genipa,genipa
Genipa-type,genipa_type
Genista,genista
Genista-type,genista_type
Genista group,genista_group
Genista/Cytisus,genista_cytisus
Genisteae-type,genisteae_type
Geonoma,geonoma
Gevuina,gevuina
Gilbertiodendron-type mayombense,gilbertiodendron_type_mayombense
Gleditsia,gleditsia
Glenniea,glenniea
Glochidion,glochidion
Glycydendron,glycydendron
Gnidia,gnidia
Gnidia-type,gnidia_type
Gnidia-type (G. glauca),gnidia_type_g_glauca
Gnidia-type chrysantha,gnidia_type_chrysantha
Gochnatia,gochnatia
Godoya,godoya
Gomortega keule,gomortega_keule
Gonocalyx,gonocalyx
Gordonia,gordonia
Gordonia (type 2),gordonia_type_2
Gordonia fruticosa,gordonia_fruticosa
Gordonia/Laplacea,gordonia_laplacea
Gossypium,gossypium
Gouania,gouania
Grevillea,grevillea
Grevillea-type,grevillea_type
Grewia,grewia
Grewia-type,grewia_type
Grewia-type tenax,grewia_type_tenax
Grewia villosa,grewia_villosa
Griselinia,griselinia
Griselinia cf. G. ruscifolia,griselinia_cf_g_ruscifolia
Grossulariaceae,grossulariaceae
Guaiacum,guaiacum
Guapira,guapira
Guarea,guarea
Guarea-type,guarea_type
Guatteria,guatteria
Guazuma,guazuma
Guettarda,guettarda
Guettarda-type,guettarda_type
Guettarda combsii,guettarda_combsii
Guibourtia-type demeusei,guibourtia_type_demeusei
Guiera senegalensis,guiera_senegalensis
Guioa,guioa
Gustavia,gustavia
Gustavia (type 1),gustavia_type_1
Gustavia (type 2),gustavia_type_2
Gymnanthes,gymnanthes
Gymnocarpos,gymnocarpos
Gymnosporia,gymnosporia
Gymnosporia-type senegalensis,gymnosporia_type_senegalensis
Gymnosporia senegalensis,gymnosporia_senegalensis
Gymnostoma,gymnostoma
Gynatrix,gynatrix
Gyrostemon,gyrostemon
Gyrostemonaceae,gyrostemonaceae
Haematostaphis-type (H. barteri),haematostaphis_type_h_barteri
Haematoxylum,haematoxylum
Hagenia,hagenia
Hagenia abyssinica,hagenia_abyssinica
Hakea,hakea
Halimium,halimium
Halimium-type,halimium_type
Halimium halimifolium-type,halimium_halimifolium_type
Halimium/Tuberaria,halimium_tuberaria
Halocarpus,halocarpus
Hamamelidaceae,hamamelidaceae
Hamamelis,hamamelis
Hamamelis virginiana,hamamelis_virginiana
Hampea trilobata,hampea_trilobata
Hardenbergia,hardenbergia
Harrisonia-type,harrisonia_type
Harungana,harungana
Harungana madagascariensis,harungana_madagascariensis
Harungana madagascariensis-type,harungana_madagascariensis_type
Havardia,havardia
Hedera,hedera
Hedera-type,hedera_type
Hedera helix,hedera_helix
Hedera helix-type,hedera_helix_type
Hedyosmum,hedyosmum
Hedyosmum brasiliense,hedyosmum_brasiliense
Hedyotis,hedyotis
Heisteria,heisteria
Helicostylis,helicostylis
Helicteres,helicteres
Helicteres (type 1),helicteres_type_1
Heliocarpus,heliocarpus
Heliocarpus americanus,heliocarpus_americanus
Heritiera,heritiera
Heritiera-type,heritiera_type
Hernandia,hernandia
Hernandiaceae,hernandiaceae
Herrania,herrania
Heteromorpha,heteromorpha
Heteromorpha-type,heteromorpha_type
Heteropterys,heteropterys
Hevea,hevea
Hevea brasiliensis,hevea_brasiliensis
Hibbertia,hibbertia
Hibiscus,hibiscus
Hibiscus-type,hibiscus_type
Hibiscus-type micranthus,hibiscus_type_micranthus
Hibiscus fragilis,hibiscus_fragilis
Hibiscus fragilis-type,hibiscus_fragilis_type
Hieronyma,hieronyma
Hieronyma-type,hieronyma_type
Hieronyma (type 1),hieronyma_type_1
Hieronyma (type 2),hieronyma_type_2
Hieronyma (type 3),hieronyma_type_3
Hieronyma (type II),hieronyma_type_ii
Hieronyma undiff.,hieronyma_undiff
Himatanthus,himatanthus
Hippocastanoideae,hippocastanoideae
Hippocastanoideae undiff.,hippocastanoideae_undiff
Hippocratea,hippocratea
Hippocratea-type,hippocratea_type
Hippomane,hippomane
Hippophaë,hippophae
Hippophaë rhamnoides,hippophae_rhamnoides
Hiraea,hiraea
Hirtella,hirtella
Hoheria angustifolia,hoheria_angustifolia
Hoheria lyallii-type,hoheria_lyallii_type
Holodiscus,holodiscus
Holoptelea,holoptelea
Holoptelea grandis,holoptelea_grandis
Homalanthus,homalanthus
Homalanthus cf. H. stokesii,homalanthus_cf_h_stokesii
Homalium,homalium
Hovea,hovea
Hovea/Bossiaea,hovea_bossiaea
Hua gabonii,hua_gabonii
Hugonia,hugonia
Hugonia-type platysepala,hugonia_type_platysepala
Humiria,humiria
Humiriaceae,humiriaceae
Hura,hura
Hydrangea,hydrangea
Hydrangeaceae,hydrangeaceae
Hydrogaster,hydrogaster
Hymenaea,hymenaea
Hymenaea-type,hymenaea_type
Hymenocardia,hymenocardia
Hymenocardia-type ulmoides,hymenocardia_type_ulmoides
Hymenocardia acida,hymenocardia_acida
Hymenocardia acida-type,hymenocardia_acida_type
Hymenocardia/Chaetachme,hymenocardia_chaetachme
Hymenodictyon,hymenodictyon
Hymenodictyon-type,hymenodictyon_type
Hymenodictyon-type (H. floribundum),hymenodictyon_type_h_floribundum
Hymenodictyon-type floribundum,hymenodictyon_type_floribundum
Hymenodictyon floribundum-type,hymenodictyon_floribundum_type
Hymenostegia,hymenostegia
Hymenostegia-type pellegrini,hymenostegia_type_pellegrini
Hyophorbe-type,hyophorbe_type
Hypericaceae,hypericaceae
Hyphaene,hyphaene
Hyphaene-type,hyphaene_type
Hyphaene thebaica,hyphaene_thebaica
Hyptis,hyptis
Hyptis-type,hyptis_type
Icacinaceae,icacinaceae
Ilex,ilex
Ilex-type,ilex_type
Ilex aquifolium,ilex_aquifolium
Ilex aquifolium-type,ilex_aquifolium_type
Ilex mitis,ilex_mitis
Ilex verticillata,ilex_verticillata
Ilex/Nemopanthus,ilex_nemopanthus
Ilex/Nemopanthus undiff.,ilex_nemopanthus_undiff
Illicium,illicium
Indigofera,indigofera
Indigofera-type,indigofera_type
Indigofera-type schimperi,indigofera_type_schimperi
Indigofera schimperi-type,indigofera_schimperi_type
Inga,inga
Inga sp.,inga_sp
Iodes,iodes
Iriartea,iriartea
Iriartea-type,iriartea_type
Iriartea deltoidea,iriartea_deltoidea
Iriartella,iriartella
Irvingia,irvingia
Irvingia-type,irvingia_type
Irvingia-type (I. wombolu),irvingia_type_i_wombolu
Irvingia-type gabonensis,irvingia_type_gabonensis
Irvingiaceae,irvingiaceae
Irvingiaceae undiff.,irvingiaceae_undiff
Iryanthera,iryanthera
Isertia,isertia
Isoberlinia,isoberlinia
Isoberlinia-type,isoberlinia_type
Itea,itea
Ixora,ixora
Ixora-type,ixora_type
Ixora-type (I. brachypoda),ixora_type_i_brachypoda
Ixora-type brachypoda,ixora_type_brachypoda
Jacaranda,jacaranda
Jacaranda (type 2),jacaranda_type_2
Jasminum abyssinicum,jasminum_abyssinicum
Jasminum abyssinicum-type,jasminum_abyssinicum_type
Jatropha,jatropha
Jatropha-type,jatropha_type
Jatropha/Croton,jatropha_croton
Joosia,joosia
Juglandaceae,juglandaceae
Juglandaceae-type,juglandaceae_type
Juglandaceae undiff.,juglandaceae_undiff
Juglans,juglans
Juglans-type,juglans_type
Juglans cinerea,juglans_cinerea
Juglans cinerea-type,juglans_cinerea_type
Juglans nigra,juglans_nigra
Juglans nigra-type,juglans_nigra_type
Juglans regia,juglans_regia
Juglans undiff.,juglans_undiff
Juglans/Pterocarya,juglans_pterocarya
Julbernardia,julbernardia
Julbernardia paniculata-type,julbernardia_paniculata_type
Julbernardia seretii-type,julbernardia_seretii_type
Julbernardia type 1,julbernardia_type_1
Julbernardia type 2,julbernardia_type_2
Juniperus,juniperus
Juniperus-type,juniperus_type
Juniperus-type procera,juniperus_type_procera
Juniperus cf. J. procera,juniperus_cf_j_procera
Juniperus communis,juniperus_communis
Juniperus communis-type,juniperus_communis_type
Juniperus communis/Thuja occidentalis-type,juniperus_communis_thuja_occidentalis_type
Juniperus procera,juniperus_procera
Juniperus sabina,juniperus_sabina
Juniperus/Calocedrus,juniperus_calocedrus
Juniperus/Thuja,juniperus_thuja
Justicia-type odora,justicia_type_odora
Kalanchoe,kalanchoe
Kalmia,kalmia
Kalmia procumbens,kalmia_procumbens
Keetia,keetia
Keetia-type (K. cornelia),keetia_type_k_cornelia
Keetia-type (K. venosa),keetia_type_k_venosa
Keetia-type gueinzii,keetia_type_gueinzii
Keetia gueinzii-type,keetia_gueinzii_type
Khaya,khaya
Khaya-type,khaya_type
Kiggelaria,kiggelaria
Kiggelaria africana,kiggelaria_africana
Kirkia,kirkia
Klaineanthus gaboniae,klaineanthus_gaboniae
Kleinhovia hospita,kleinhovia_hospita
Knightia,knightia
Kohautia,kohautia
Kunzea,kunzea
Kunzea/Leptospermum,kunzea_leptospermum
Labatia,labatia
Labourdonnaisia-type,labourdonnaisia_type
Lacistema,lacistema
Lacmellea,lacmellea
Lacmellea-type,lacmellea_type
Lacmellea sp.,lacmellea_sp
Laetia aff. L. coriacea,laetia_aff_l_coriacea
Lafoensia,lafoensia
Lagarostrobos,lagarostrobos
Lagarostrobos franklinii,lagarostrobos_franklinii
Laguncularia,laguncularia
Laguncularia racemosa,laguncularia_racemosa
Lamanonia,lamanonia
Lamanonia cf. L. speciosa,lamanonia_cf_l_speciosa
Landolphia,landolphia
Landolphia-type,landolphia_type
Landolphia-type (type 3),landolphia_type_type_3
Lannea,lannea
Lannea-type,lannea_type
Lannea acida,lannea_acida
Lannea/Sclerocarya,lannea_sclerocarya
Lantana-type viburnoides,lantana_type_viburnoides
Larix,larix
Larix-type,larix_type
Larix decidua,larix_decidua
Larix decidua-type,larix_decidua_type
Larix gmelinii,larix_gmelinii
Larix laricina,larix_laricina
Larix sibirica,larix_sibirica
Larix/Pseudotsuga,larix_pseudotsuga
Larrea,larrea
Lasianthus,lasianthus
Latania-type,latania_type
Latania/Dracaena-type,latania_dracaena_type
Lauraceae,lauraceae
Lauraceae cf. Aniba,lauraceae_cf_aniba
Laurelia,laurelia
Laurus,laurus
Laurus nobilis,laurus_nobilis
Lawsonia,lawsonia
Lawsonia-type inermis,lawsonia_type_inermis
Lecaniodiscus-type (L. cupanioides),lecaniodiscus_type_l_cupanioides
Lecaniodiscus-type cupanioides,lecaniodiscus_type_cupanioides
Lecaniodiscus/Lepisanthes senegalensis,lecaniodiscus_lepisanthes_senegalensis
Lecythidaceae,lecythidaceae
Ledum-type,ledum_type
Leea,leea
Leitneria floridana,leitneria_floridana
Leonardoxa-type,leonardoxa_type
Lepidocaryum-type,lepidocaryum_type
Lepidoceras,lepidoceras
Lepidothamnus,lepidothamnus
Lepidothamnus fonkii,lepidothamnus_fonkii
Lepisanthes,lepisanthes
Lepisanthes-type (L. senegalensis),lepisanthes_type_l_senegalensis
Lepisanthes-type senegalensis,lepisanthes_type_senegalensis
Leptactina,leptactina
Leptaulus,leptaulus
Leptospermum,leptospermum
Leptospermum-type,leptospermum_type
Leptospermum lanigerum,leptospermum_lanigerum
Leptospermum undiff.,leptospermum_undiff
Leptospermum/Baeckea,leptospermum_baeckea
Leretia,leretia
Leucaena,leucaena
Leucopogon,leucopogon
Leucopogon suaveolens,leucopogon_suaveolens
Libocedrus,libocedrus
Licania,licania
Ligustrum,ligustrum
Ligustrum-type,ligustrum_type
Ligustrum vulgare,ligustrum_vulgare
Ligustrum vulgare-type,ligustrum_vulgare_type
Ligustrum vulgare/Syringa vulgaris,ligustrum_vulgare_syringa_vulgaris
Lindackeria,lindackeria
Lindackeria-type,lindackeria_type
Linociera,linociera
Lippia-type,lippia_type
Liquidambar,liquidambar
Liquidambar styraciflua,liquidambar_styraciflua
Liriodendron,liriodendron
Liriodendron tulipifera,liriodendron_tulipifera
Lithocarpus,lithocarpus
Lithocarpus-type,lithocarpus_type
Lithraea,lithraea
Litsea,litsea
Loesenera-type,loesenera_type
Loganiaceae,loganiaceae
Lomatia,lomatia
Lomatia-type,lomatia_type
Lomatia/Gevuina,lomatia_gevuina
Lonchocarpus,lonchocarpus
Longetia,longetia
Lonicera,lonicera
Lonicera-type,lonicera_type
Lonicera albiflora-type,lonicera_albiflora_type
Lonicera alpigena,lonicera_alpigena
Lonicera caerulea,lonicera_caerulea
Lonicera canadensis-type,lonicera_canadensis_type
Lonicera nigra,lonicera_nigra
Lonicera nigra-type,lonicera_nigra_type
Lonicera periclymenum,lonicera_periclymenum
Lonicera periclymenum-type,lonicera_periclymenum_type
Lonicera xylosteum,lonicera_xylosteum
Lonicera xylosteum-type,lonicera_xylosteum_type
Lonicera/Symphoricarpos,lonicera_symphoricarpos
Lophira,lophira
Lophira alata,lophira_alata
Lophira lanceolata-type,lophira_lanceolata_type
Loranthaceae,loranthaceae
Loranthaceae (type 1),loranthaceae_type_1
Loranthaceae (type 2),loranthaceae_type_2
Loranthaceae cf. Tristerix,loranthaceae_cf_tristerix
Loranthaceae undiff.,loranthaceae_undiff
Loranthus,loranthus
Loranthus europaeus,loranthus_europaeus
Loxopterygium,loxopterygium
Luehea,luehea
Luehea-type,luehea_type
Lueheopsis,lueheopsis
Luetzelburgia,luetzelburgia
Lumnitzera,lumnitzera
Lumnitzera-type,lumnitzera_type
Lundia,lundia
Lundia sp.,lundia_sp
Lycium,lycium
Lycium-type,lycium_type
Lyonia,lyonia
Lythraceae (type 1),lythraceae_type_1
Mabea,mabea
Mabea-type,mabea_type
Mabea (type 1),mabea_type_1
Mabea (type 2),mabea_type_2
Mabea/Gunnera,mabea_gunnera
Macaranga,macaranga
Macaranga-type,macaranga_type
Macaranga capensis,macaranga_capensis
Macaranga kilimandscharica,macaranga_kilimandscharica
Macaranga/Mallotus,macaranga_mallotus
Machaerium,machaerium
Machaerium-type,machaerium_type
Machaerium (type 2),machaerium_type_2
Machaerium/Byrsonima (type 1),machaerium_byrsonima_type_1
Machaerium/Byrsonima (type 2),machaerium_byrsonima_type_2
Machaerium/Byrsonima (type 3),machaerium_byrsonima_type_3
Machaerium/Dalbergia,machaerium_dalbergia
Machaerium/Dalbergia/Byrsonima,machaerium_dalbergia_byrsonima
Maclura,maclura
Maclura-type,maclura_type
Maclura pomifera-type,maclura_pomifera_type
Macoubea,macoubea
Macrocarpaea,macrocarpaea
Macrolobium,macrolobium
Macrolobium-type,macrolobium_type
Maerua,maerua
Maerua-type,maerua_type
Maerua crassifolia,maerua_crassifolia
Maerua/Ritchiea,maerua_ritchiea
Maesa,maesa
Maesa-type (M. lanceolata),maesa_type_m_lanceolata
Maesa lanceolata,maesa_lanceolata
Maesa lanceolata-type,maesa_lanceolata_type
Maesobotrya barteri-type,maesobotrya_barteri_type
Maesopsis-type,maesopsis_type
Maesopsis eminii,maesopsis_eminii
Magnolia,magnolia
Magnolia-type,magnolia_type
Magnolia virginiana,magnolia_virginiana
Magnolia virginiana-type,magnolia_virginiana_type
Magnoliaceae,magnoliaceae
Magnoliaceae undiff.,magnoliaceae_undiff
Magnoliatae indeterminata,magnoliatae_indeterminata
Magonia,magonia
Magonia pubescens,magonia_pubescens
Majidea,majidea
Malanea,malanea
Malinae,malinae
Mallotus,mallotus
Mallotus-type,mallotus_type
Mallotus-type (M. oppositifolius),mallotus_type_m_oppositifolius
Mallotus oppositifolius,mallotus_oppositifolius
Malouetia,malouetia
Malouetia-type,malouetia_type
Malouetia aff. M. guatemalensis,malouetia_aff_m_guatemalensis
Malpighiaceae,malpighiaceae
Malpighiaceae-type,malpighiaceae_type
Malpighiaceae (type A),malpighiaceae_type_a
Malpighiaceae (type B),malpighiaceae_type_b
Malpighiaceae (type C),malpighiaceae_type_c
Malpighiaceae (type D),malpighiaceae_type_d
Malpighiaceae (type E),malpighiaceae_type_e
Malpighiaceae cf. Gaudichaudia,malpighiaceae_cf_gaudichaudia
Malpighiaceae cf. Tetrapterys,malpighiaceae_cf_tetrapterys
Malpighiaceae undiff.,malpighiaceae_undiff
Malus,malus
Malus-type,malus_type
Malus sylvestris,malus_sylvestris
Mandevilla,mandevilla
Mangifera indica,mangifera_indica
Manilkara,manilkara
Manilkara-type,manilkara_type
Mansoa,mansoa
Mansonia altissima-type,mansonia_altissima_type
Maprounea,maprounea
Maprounea-type,maprounea_type
Maquira,maquira
Maquira-type,maquira_type
Maracanthus,maracanthus
Maranthes-type,maranthes_type
Marcgraviaceae,marcgraviaceae
Marcgraviaceae-type,marcgraviaceae_type
Mareya-type,mareya_type
Margaritaria,margaritaria
Margaritaria-type discoidea,margaritaria_type_discoidea
Margaritaria discoidea,margaritaria_discoidea
Marila,marila
Marila-type,marila_type
Maripa,maripa
Markhamia,markhamia
Markhamia zanzibarica-type,markhamia_zanzibarica_type
Martretia,martretia
Martretia quadricornis,martretia_quadricornis
Mascagnia,mascagnia
Matayba,matayba
Matayba-type,matayba_type
Matayba/Cupania (type A),matayba_cupania_type_a
Matayba/Cupania (type B),matayba_cupania_type_b
Matayba/Cupania (type C),matayba_cupania_type_c
Matayba/Cupania (type E),matayba_cupania_type_e
Matisia,matisia
Mauritia,mauritia
Mauritia-type,mauritia_type
Mauritia aff. M. flexuosa,mauritia_aff_m_flexuosa
Mauritia flexuosa,mauritia_flexuosa
Mauritia/Mauritiella,mauritia_mauritiella
Mauritia/Mauritiella-type,mauritia_mauritiella_type
Mauritiella,mauritiella
Mauritiella-type,mauritiella_type
Maytenus,maytenus
Maytenus boaria-type,maytenus_boaria_type
Maytenus disticha-type,maytenus_disticha_type
Maytenus magellanica-type,maytenus_magellanica_type
Medinilla comp.,medinilla_comp
Melaleuca,melaleuca
Melanolepis,melanolepis
Melastoma,melastoma
Melastomataceae,melastomataceae
Melastomataceae (≥19 µm),melastomataceae_19_mu_m
Melastomataceae (≤19 µm),melastomataceae_19_mu_m_2
Melastomataceae (type 1),melastomataceae_type_1
Melastomataceae (type 2),melastomataceae_type_2
Melastomataceae undiff.,melastomataceae_undiff
Melia,melia
Meliaceae,meliaceae
Meliaceae-type,meliaceae_type
Meliaceae (type 1),meliaceae_type_1
Meliaceae undiff.,meliaceae_undiff
Meliaceae/Sapotaceae,meliaceae_sapotaceae
Meliaceae/Sapotaceae (type A),meliaceae_sapotaceae_type_a
Meliaceae/Sapotaceae (type B),meliaceae_sapotaceae_type_b
Meliaceae/Sapotaceae undiff.,meliaceae_sapotaceae_undiff
Melicope,melicope
Meliosma,meliosma
Meliosma/Coccoloba,meliosma_coccoloba
Melochia,melochia
Melochia-type,melochia_type
Mendoncia,mendoncia
Mesembryanthemum,mesembryanthemum
Metopium,metopium
Metopium brownei,metopium_brownei
Metrodorea,metrodorea
Metrosideros,metrosideros
Metroxylon sagu,metroxylon_sagu
Metroxylon vitiense,metroxylon_vitiense
Miconia,miconia
Miconia-type,miconia_type
Micrantheum,micrantheum
Microcachrys,microcachrys
Microcachrys tetragona,microcachrys_tetragona
Microdesmis,microdesmis
Micropholis,micropholis
Microstrobos,microstrobos
Milicia-type excelsa,milicia_type_excelsa
Mimosa,mimosa
Mimosa-type pigra,mimosa_type_pigra
Mimosa (type 1),mimosa_type_1
Mimosa (type I),mimosa_type_i
Mimosa (type II),mimosa_type_ii
Mimosa (type III),mimosa_type_iii
Mimosa (type IV),mimosa_type_iv
Mimosa (type V),mimosa_type_v
Mimosa cf. M. invisa,mimosa_cf_m_invisa
Mimosa cf. M. pudica,mimosa_cf_m_pudica
Mimosa cf. M. scabrella,mimosa_cf_m_scabrella
Mimosa cf. M. taimbensis,mimosa_cf_m_taimbensis
Mimosa extensa,mimosa_extensa
Mimosa pigra,mimosa_pigra
Mimosa pigra-type,mimosa_pigra_type
Mimosa pudica-type,mimosa_pudica_type
Mimosa spp.,mimosa_spp
Mimosa undiff.,mimosa_undiff
mimosoid clade,mimosoid_clade
"mimosoid clade (16-porate, scabrate)",mimosoid_clade_16_minus_porate_scabrate
"mimosoid clade (16-porate, verrucate)",mimosoid_clade_16_minus_porate_verrucate
